timestamp,server,model_id,quant_4bit,use_cpu,max_image_edge,max_new_tokens,files,http_ms,model_latency_ms,peak_vram_mb,answer_chars,status
2025-08-31T14:37:31,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,896,384,ui-chat.png,889,,,459,500
2025-08-31T14:37:32,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,896,384,ui-chat.png,768,,,459,500
2025-08-31T14:37:33,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,896,384,ui-chat.png,790,,,459,500
2025-08-31T14:37:34,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,896,512,ui-chat.png,775,,,459,500
2025-08-31T14:37:35,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,896,512,ui-chat.png,906,,,459,500
2025-08-31T14:37:35,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,896,512,ui-chat.png,812,,,459,500
2025-08-31T14:37:39,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,128,ui-chat.png,3988,3955,,189,200
2025-08-31T14:37:43,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,128,ui-chat.png,3856,3833,,189,200
2025-08-31T14:37:47,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,128,ui-chat.png,3809,3803,,189,200
2025-08-31T14:37:51,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,256,ui-chat.png,3984,3954,,189,200
2025-08-31T14:37:55,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,256,ui-chat.png,4187,4162,,189,200
2025-08-31T14:37:59,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,256,ui-chat.png,4174,4164,,189,200
2025-08-31T14:38:03,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,384,ui-chat.png,3876,3867,,189,200
2025-08-31T14:38:07,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,384,ui-chat.png,3876,3854,,189,200
2025-08-31T14:38:11,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,384,ui-chat.png,3902,3877,,189,200
2025-08-31T14:38:15,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,512,ui-chat.png,3815,3789,,189,200
2025-08-31T14:38:19,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,512,ui-chat.png,3890,3883,,189,200
2025-08-31T14:38:23,http://127.0.0.1:8000,Qwen/Qwen2-VL-2B-Instruct,True,False,1024,512,ui-chat.png,4152,4132,,189,200
